ticker,current_price,estimated_value,price_to_value
PNR,55.93,31.99108017081636,1.7482998292449579
ALLE,108.78,61.92077831779549,1.7567608637234713
ITW,202.18,174.33580438440652,1.1597158754273889
AMAT,118.19,181.17616599868057,0.6523484993101174
NWL,23.17,12.197360163444918,1.89959136153409
MAA,134.73,-1.918984120259659,-70.20902287704683
EQR,65.41,-3.99661108488298,-16.366366056334748
EL,285.86,198.30447457461815,1.4415206747764857
ETN,130.19,43.71536397401209,2.9781291556303944
BAC,34.71,55.488969071864716,0.6255297328563896
XLNX,130.3,38.86576461636265,3.352564944654226
BAX,77.69,49.099872781828836,1.582285158766276
GPN,197.99,-24.166311208898822,-8.19281015991773
PFG,56.58,80.23439384427827,0.7051838655354267
MAR,148.07,429.7434887482965,0.34455437691744883
LUV,58.13,-284.8060808690708,-0.2041037881727081
IPGP,227.35,175.0255086248921,1.2989535170398945
MSI,175.48,130.17086517849992,1.3480743157032016
PRGO,40.36,2.022071643427411,19.959728000334255
MNST,87.74,63.947392615418224,1.3720653245030852
ZBRA,499.43,200.19802691369614,2.4946799311628607
ALB,157.21,37.74382946355497,4.165184143590949
ECL,209.36,65.5103399697553,3.1958313771025613
CI,209.9,400.82873985513555,0.5236650447666513
SCHW,61.72,142.5866398490358,0.43285962882179074
FTV,65.82,17.505966714160866,3.7598609134082897
CNC,58.54,72.62080098833786,0.8061051269511735
VFC,79.13,10.724922892422176,7.37814162336871
ADM,56.58,20.811999383443872,2.7186239513830603
PG,123.53,-7.934146341463415,-15.56941284967722
IDXX,520.17,165.41689451096502,3.144600202644473
AWK,141.88,22.792754487328345,6.224785164903098
TXN,172.27,140.81320752196908,1.2233937642044208
MET,57.6,84.91100449203171,0.6783573029736722
J,115.08,67.82602968366413,1.6966937403932545
HII,175.91,251.06349808393193,0.700659400281248
AJG,119.8,23.539777547054094,5.0892579490409195
PKG,132.02,137.54294348140314,0.9598456791631054
APH,125.68,84.00392364092144,1.4961205923811944
TYL,463.42,78.86226363310647,5.876321305662545
BDX,241.15,71.01764925368919,3.395634782820876
FLS,37.0,16.311812914189403,2.2682947747527344
CL,75.2,59.89850483893624,1.2554570469197626
WU,23.22,33.29401881954758,0.6974225648712337
CTXS,133.58,75.09319475017863,1.778856265796073
ADP,174.02,92.62060701849768,1.8788475437787369
FRC,164.75,20.303395112012694,8.114406437498925
EQIX,648.34,-9.297597212110235,-69.73199475188376
NCLH,29.56,-1053.4171560103555,-0.028061058082586812
EXR,125.7,14.291006330964867,8.795741677592083
CFG,43.44,59.70069329262819,0.727629741032906
MAS,53.22,67.81298354069314,0.7848054638100947
ABT,119.78,58.70987921652215,2.040201778618061
PHM,45.11,156.60611949322498,0.2880474923072947
FISV,115.37,5.864726013755319,19.671848220941175
TGT,183.44,95.44006835926662,1.9220438873689172
XYL,99.56,50.522143841768425,1.970621047115785
INCY,78.66,5.204346246163227,15.114290302646582
BKNG,2328.51,9756.016222958026,0.23867426486238413
DIS,189.04,73.17748350116106,2.583308293144579
MCO,274.89,152.92186402322807,1.7975846799660091
HPE,14.56,5.3272744139795085,2.733104936699438
PAYC,374.24,116.67340055637091,3.207586289723213
NWSA,23.45,10.816373346234226,2.168009484266206
SYY,79.63,27.466331624908186,2.8991858500603893
SPGI,329.36,207.9225710717355,1.5840512085932572
PNC,168.36,78.93046927649728,2.133016584637635
DVA,102.13,92.31058133823882,1.1063737062361405
NLSN,22.41,-17.48838452788749,-1.2814219612031263
MSFT,232.38,141.20254694689822,1.64572102291746
HAL,21.83,6.17797150709039,3.533522285582889
TSCO,158.96,106.47209327435996,1.4929733708755766
FOX,31.93,116.00547773336118,0.27524562308506817
MRK,72.62,86.80886918974993,0.8365504663039052
DISCK,45.0,94.28228110384129,0.4772901066154475
LYV,88.86,-415565.43446488795,-0.00021382914128655227
IRM,34.79,-1.3092346543265947,-26.572776610388647
RJF,116.74,182.09941582418875,0.6410783882618755
NI,21.6,-14.539313060289338,-1.4856272721023693
KEYS,141.52,56.76447975624576,2.4931083770644205
TRMB,74.14,11.770948198573535,6.298558004782034
GOOG,2036.86,3460.4950164912193,0.5886036507185267
LMT,330.25,382.5949588636143,0.8631843999746113
XRX,25.48,25.693322549306167,0.9916973544820139
EFX,161.88,61.3457920451491,2.6388118011559785
DAL,47.94,-569.0359378729958,-0.08424775450772991
BR,142.49,61.54290684731683,2.3152952517096184
AMT,216.13,8.237713383281253,26.236649655551734
ADSK,276.0,-13.593694805015248,-20.303530714708465
REG,54.78,-4.556313213328889,-12.022878462294557
PXD,148.57,-1276.5090580191652,-0.11638773659040451
BWA,45.0,171.28363159090497,0.2627221269308343
IR,46.34,-19.32236232470838,-2.398257481216101
DUK,85.59,-31.004860353679916,-2.7605349298030775
CMCSA,52.72,33.07723150433773,1.5938456032236654
CINF,97.87,67.08320747418993,1.458934414214693
FANG,69.28,2.031100002317211,34.109595746620485
HPQ,28.97,54.165344915602624,0.5348438202533264
FCX,33.91,48.17476016010959,0.7038955645508055
WDC,68.53,19.59652128686751,3.4970492464866694
ESS,254.79,-17.789155182814522,-14.322771226715908
PBCT,17.94,18.565028279076206,0.9663330284403259
ISRG,736.8,228.44131552275803,3.2253360050651505
DISH,31.51,41.760692572571415,0.7545372947357653
COST,331.0,248.43518331629363,1.33233946811225
HCA,172.03,215.17457837206118,0.7994903547692361
PEP,129.19,86.88665412872822,1.4868796743927626
IFF,135.51,95.54857966574299,1.418231442833099
OXY,26.61,-108.75501911244712,-0.2446783625911244
LH,239.91,183.9957939135955,1.3038885014548856
EXC,38.6,9.221046353902828,4.186075909233714
KLAC,311.23,291.3733862077336,1.0681483441253956
BK,42.16,72.72272143525885,0.5797362800501462
NUE,59.82,113.86299277577602,0.5253682389834963
POOL,334.77,177.56193759237638,1.8853702800231964
VRSN,194.03,90.36112305251315,2.147273002430923
GM,51.33,72.44676502517883,0.7085202490706146
CMI,253.2,230.50473188125005,1.0984590118108375
RE,241.81,26.17081652071234,9.239681146693478
AOS,59.37,63.18201430707303,0.9396661478922446
ILMN,439.41,137.3253750124222,3.199772802078653
CAG,33.93,18.743335768784757,1.8102434069663944
MGM,37.79,-680.1600994155729,-0.05556044824221684
ATO,84.61,2.828157204015953,29.917007399678738
AME,117.97,60.17759977843809,1.9603639964761304
HOLX,72.09,88.66470939948894,0.813063060695212
CTSH,73.48,78.68692926526883,0.9338272656731176
NEE,73.48,-3.224559458043219,-22.787608960571117
CHRW,90.85,83.7173051601193,1.0851997663593993
CPRT,109.16,64.7437373015253,1.6860318009079203
BEN,26.17,165.8866016329567,0.1577583707327018
ROP,377.62,50.802510237844174,7.433097266888607
CAH,51.52,96.6362666293633,0.5331331786398447
TSN,67.67,101.42850786622753,0.6671694321802397
DPZ,346.51,170.5911686842382,2.0312305887380666
BBY,100.35,104.86601052417991,0.9569354216718426
GD,163.47,,
LB,54.66,120.13513250968376,0.45498763649005014
HLT,123.68,909.3149074652953,0.13601448627379986
UPS,157.83,81.18546877033901,1.9440671143560972
ABC,101.22,183.1846511452239,0.5525572113558547
OTIS,63.71,56.94787602707871,1.118742338515064
DRE,39.25,-9.779688163041968,-4.013420402127761
KMB,128.33,111.94467395461038,1.1463698581321815
PPG,134.82,152.834927015533,0.882128206115464
CMS,54.11,-11.516331993111345,-4.6985446435867475
EMN,109.26,142.4100760478503,0.7672209932904483
WAB,72.43,33.337759080143755,2.1726115371425765
PEG,53.83,85.70503123431746,0.6280844802778128
LKQ,39.39,31.004034414241698,1.2704798180041437
MLM,336.87,142.82404112498045,2.3586365246815593
WRB,69.33,72.59322928051206,0.955047746010824
LRCX,567.19,1299.076517909046,0.43661015512229545
ROK,243.28,158.24697480368405,1.5373437647184416
PKI,126.09,34.925204399626544,3.6102866731210392
AZO,1159.92,1429.6092525230488,0.8113545697559755
ODFL,,,
SJM,112.0,90.40540317950922,1.238864006586116
ORLY,447.33,353.6288381275793,1.2649703637535805
NOW,533.46,-42.74987083469435,-12.47863419430643
ULTA,322.33,87.3938267832948,3.688246777421273
SNPS,245.21,62.28493228018278,3.9369072265655904
LOW,159.75,63.162173287064476,2.5292036623558767
MO,43.6,40.30681994757266,1.081702800089682
AMD,84.51,30.01929597349276,2.815189272747199
MSCI,414.52,197.959237289372,2.0939664431726657
GIS,55.01,40.57225462806377,1.3558526757827667
BRK-B,240.51,262.1904792454217,0.917310196358702
CDNS,141.09,27.624930275514288,5.107343207488815
ZBH,163.06,14.075228286819877,11.58489202997086
CMA,68.1,167.1735059523626,0.40736120004210247
ENPH,176.06,134.04475713829294,1.3134418962642476
FBHS,83.14,83.58995149736629,0.9946171580518208
CARR,36.53,33.266938592873636,1.0980872164721935
UDR,41.17,-12.29807803243443,-3.3476775713587106
IEX,195.17,114.28637566374876,1.7077276172815692
MPWR,374.52,80.40050989021101,4.658179413431791
PH,286.96,127.98782229809967,2.2420883084613643
HFC,37.88,37.09149411850027,1.0212584016966424
CF,45.28,9.157795185355905,4.94442156474591
EBAY,56.42,61.44238886598293,0.9182585677627595
TEL,130.03,66.1703698461853,1.9650789364221182
EW,83.1,49.82522828546744,1.6678297894369674
LEG,43.27,39.42874970712438,1.0974225741726105
CVX,100.0,-160.31233031730494,-0.6237823366553951
