date,open,high,low,close,adjclose,volume,ticker,stockId
2021-02-26,56.310001373291016,56.9900016784668,55.560001373291016,55.93000030517578,55.93000030517578,1331900,PNR,11
2021-02-26,107.5999984741211,109.54000091552734,106.91999816894531,108.77999877929688,108.77999877929688,1288600,ALLE,37
2021-02-26,202.9499969482422,204.49000549316406,200.1999969482422,202.17999267578125,202.17999267578125,1472900,ITW,45
2021-02-26,116.52999877929688,120.25,113.44000244140625,118.19000244140625,118.19000244140625,11624400,AMAT,48
2021-02-26,23.549999237060547,23.729999542236328,23.149999618530273,23.170000076293945,23.170000076293945,4531100,NWL,52
2021-02-26,137.83999633789062,138.25999450683594,134.58999633789062,134.72999572753906,134.72999572753906,848000,MAA,54
2021-02-26,66.7300033569336,66.91000366210938,65.37000274658203,65.41000366210938,65.41000366210938,3725400,EQR,80
2021-02-26,289.8900146484375,290.739990234375,284.1400146484375,285.8599853515625,285.8599853515625,1334600,EL,97
2021-02-26,130.47999572753906,132.0399932861328,128.5800018310547,130.19000244140625,130.19000244140625,2539100,ETN,119
2021-02-26,35.72999954223633,36.029998779296875,34.68000030517578,34.709999084472656,34.709999084472656,70916600,BAC,134
2021-02-26,128.1699981689453,131.5,126.58999633789062,130.3000030517578,130.3000030517578,2488900,XLNX,137
2021-02-26,78.80999755859375,78.94000244140625,76.80000305175781,77.69000244140625,77.69000244140625,4875000,BAX,144
2021-02-26,200.5,201.4600067138672,196.0,197.99000549316406,197.99000549316406,1619500,GPN,149
2021-02-26,55.56999969482422,57.650001525878906,55.56999969482422,56.58000183105469,56.58000183105469,2290000,PFG,150
2021-02-26,150.27999877929688,152.22999572753906,145.8000030517578,148.07000732421875,148.07000732421875,4106700,MAR,151
2021-02-26,57.41999816894531,58.689998626708984,57.0,58.130001068115234,58.130001068115234,9755000,LUV,185
2021-02-26,222.3300018310547,228.8000030517578,220.63999938964844,227.35000610351562,227.35000610351562,310100,IPGP,187
2021-02-26,181.0,181.41000366210938,175.47999572753906,175.47999572753906,175.47999572753906,958200,MSI,200
2021-02-26,40.560001373291016,40.77000045776367,38.20000076293945,40.36000061035156,40.36000061035156,10761300,PRGO,219
2021-02-26,87.62000274658203,89.62999725341797,86.22000122070312,87.73999786376953,87.73999786376953,4709200,MNST,257
2021-02-26,498.6300048828125,503.9700012207031,489.7900085449219,499.42999267578125,499.42999267578125,551600,ZBRA,276
2021-02-26,152.97999572753906,158.91000366210938,151.82000732421875,157.2100067138672,157.2100067138672,1718100,ALB,321
