Date,TotalRevenue,CostofRevenue,GrossProfit,OperatingExpense,OperatingIncome,NetNonOperatingInterestIncomeExpense,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,DilutedNIAvailabletoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeasReported,TotalExpenses,NetIncomefromContinuing&DiscontinuedOperation,NormalizedIncome,InterestExpense,NetInterestIncome,EBIT,ReconciledCostofRevenue,ReconciledDepreciation,NetIncomefromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateforCalcs,TaxEffectofUnusualItems,Ticker,StockId,InterestIncome,EBITDA,EarningsfromEquityInterestNetofTax,AverageDilutionEarnings,CreditLossesProvision,NonInterestExpense,INTEREST_INCOME_AFTER_PROVISION_FOR_LOAN_LOSS,TotalMoneyMarketInvestments,RentExpenseSupplemental,OtherNonOperatingIncomeExpenses,SpecialIncomeCharges,IncomefromAssociates&OtherParticipatingInterests
ttm,792370.0,114794.0,677576.0,450886.0,226690.0,-425.0,398.0,226663.0,50527.0,176123.0,176122.0,,,,,226690.0,565680.0,176136.0,176136.0,425.0,-425.0,227088.0,91644.0,47826.0,176136.0,,,274914.0,0.0,0.0,PAYC,1274,,,,-1.0,,,,,,,,
ttm,8720000.0,,,8169000.0,551000.0,-41000.0,-1539000.0,-1029000.0,100000.0,-862000.0,-862000.0,,,,,,8169000.0,-862000.0,236650.0,,-41000.0,880000.0,,651000.0,-862000.0,-1505000.0,-1505000.0,3036000.0,0.0,-406350.0,NWSA,1275,,,,,,,,,,,,
ttm,60460983.0,37453426.0,11505259.0,9034333.0,2470926.0,-344391.0,-44164.0,2171668.0,358628.0,-337527.0,-337527.0,,,,,2470926.0,57990057.0,-337527.0,1813040.0,344391.0,-344391.0,116171.0,48955724.0,797382.0,1813040.0,,,3313441.0,0.0,0.0,SYY,1282,,,,,,,,,,,,
ttm,7442000.0,2092000.0,5350000.0,1749000.0,3601000.0,-141000.0,-232000.0,3228000.0,694000.0,2339000.0,2339000.0,,,,,3617000.0,3841000.0,2339000.0,2546240.0,141000.0,-141000.0,3369000.0,2092000.0,206000.0,2339000.0,-264000.0,-264000.0,3839000.0,0.0,-56760.0,SPGI,1312,,,,,,,,,,,,
ttm,18058000.0,,,,,,,6021000.0,959000.0,4756000.0,4748000.0,,,,,,,5016000.0,5016000.0,,,,,1371000.0,5016000.0,,,,0.0,0.0,PNC,1323,,,,-8000.0,-1498000.0,10539000.0,8503000.0,,,,,
ttm,11550604.0,7988613.0,3561991.0,1878019.0,1683972.0,-304111.0,-61599.0,1318262.0,313932.0,773642.0,773642.0,,,,,1694636.0,9866632.0,773642.0,863514.0,304111.0,-304111.0,1622373.0,7988613.0,630435.0,783295.0,-105274.0,-105274.0,2358082.0,0.0,-25055.0,DVA,1333,,,,,,,,,,,,
ttm,6309000.0,2782000.0,3527000.0,2777000.0,750000.0,-372000.0,-408000.0,-30000.0,107000.0,-150000.0,-150000.0,,,,,524000.0,5559000.0,-150000.0,19360.0,375000.0,-372000.0,345000.0,2782000.0,861000.0,-150000.0,-232000.0,-232000.0,1438000.0,0.0,-62640.0,NLSN,1350,3000.0,1206000.0,,,,,,,,,,
ttm,153284000.0,48510000.0,104774000.0,44619000.0,60155000.0,-2757000.0,3328000.0,60726000.0,9416000.0,51310000.0,51310000.0,,,,,60155000.0,93129000.0,51310000.0,48554641.0,2460000.0,-2757000.0,63186000.0,48510000.0,12028000.0,51310000.0,3261000.0,3261000.0,71953000.0,0.0,505641.0,MSFT,1358,,,,,,,,,,,,
ttm,14445000.0,12900000.0,1545000.0,182000.0,1363000.0,-505000.0,-4078000.0,-3220000.0,-278000.0,-2945000.0,-2945000.0,,,,,-2436000.0,13082000.0,-2945000.0,424004.0,505000.0,-505000.0,-2715000.0,12900000.0,1058000.0,-2945000.0,-3686000.0,-3686000.0,2029000.0,0.0,-316996.0,HAL,1368,,,,,,,,,,,,
ttm,9933872.0,6426052.0,3507820.0,2504921.0,1002899.0,-25532.0,-68973.0,977367.0,220123.0,757244.0,757244.0,,,,,1002899.0,8930973.0,757244.0,757244.0,25532.0,-25532.0,1002899.0,6426052.0,210028.0,757244.0,-68973.0,-68973.0,1212927.0,0.0,0.0,TSCO,1369,,,,,,,,,,,,
ttm,11710000.0,,,9341000.0,2369000.0,-286000.0,398000.0,2481000.0,650000.0,1782000.0,1782000.0,,,,,,9341000.0,1782000.0,1421114.0,352000.0,-286000.0,2833000.0,,225000.0,1782000.0,489000.0,489000.0,2569000.0,0.0,128114.0,FOX,1370,66000.0,,,,,,,,,,,
ttm,47994000.0,15485000.0,32509000.0,24026000.0,8483000.0,,308000.0,8791000.0,1709000.0,7067000.0,7067000.0,,,,,,39511000.0,7067000.0,7532868.0,,,8483000.0,15485000.0,,7067000.0,-578000.0,-578000.0,9061000.0,0.0,-112132.0,MRK,1381,,,,,,,,,,,,
ttm,10659000.0,3768000.0,6891000.0,4040000.0,2851000.0,-637000.0,-339000.0,1875000.0,327000.0,1072000.0,1417000.0,,,,,2732000.0,7808000.0,1424000.0,1664250.0,647000.0,-637000.0,2522000.0,875000.0,4227000.0,1424000.0,-291000.0,-291000.0,7040000.0,0.0,-50750.0,DISCK,1401,10000.0,6749000.0,,345000.0,,,,,,,,
ttm,11547969.0,8467182.0,3080787.0,2758316.0,322471.0,-143115.0,5748.0,185104.0,66892.0,-4882.0,-4882.0,,,,,324844.0,11225498.0,69889.0,68374.0,157521.0,-143115.0,342625.0,8467182.0,443991.0,69889.0,2373.0,2373.0,784243.0,0.0,857.5434,LYV,1411,14406.0,786616.0,,,,,,,,,,
ttm,4167207.0,1767607.0,2399600.0,1573542.0,826058.0,-418279.0,-224226.0,183553.0,50108.0,132983.0,132983.0,,,,,715566.0,3341149.0,132983.0,290916.0,426525.0,-418279.0,610078.0,1766742.0,658377.0,132983.0,-217236.0,-217236.0,1485691.0,0.0,-59303.0,IRM,1421,8246.0,1268455.0,,,,,,,711142.0,,,
ttm,8100000.0,,,,,,,1092000.0,230000.0,861000.0,861000.0,,,,,,,862000.0,869104.0,,,,,121000.0,862000.0,-9000.0,-9000.0,,0.0,-1896.0,RJF,1467,,,,,-249000.0,6750000.0,492000.0,,,,-9000.0,
ttm,4681700.0,2695200.0,1986500.0,1025100.0,961400.0,-355300.0,-637400.0,-31300.0,-17100.0,-72700.0,-72700.0,,,,,550800.0,3720300.0,-17600.0,460988.0,352000.0,-355300.0,320700.0,2695200.0,725900.0,-17600.0,-655600.0,-655600.0,1702200.0,0.0,-177012.0,NI,1509,5500.0,,,,,,,,,,,
ttm,4306000.0,1721000.0,2585000.0,1811000.0,774000.0,-73000.0,53000.0,754000.0,118000.0,636000.0,636000.0,,,,,774000.0,3532000.0,636000.0,636000.0,79000.0,-73000.0,833000.0,1721000.0,333000.0,636000.0,,,1166000.0,0.0,0.0,KEYS,1512,6000.0,,,,,,,,,,,
ttm,3264300.0,1483400.0,1780900.0,1378200.0,402700.0,-82400.0,24500.0,344800.0,-169700.0,514300.0,514300.0,,,,,375900.0,2861600.0,514300.0,533864.0,82400.0,-82400.0,427200.0,1349900.0,207200.0,514300.0,-26800.0,-26800.0,661200.0,0.0,-7236.0,TRMB,1543,,,,,,,,,,,,
ttm,166030000.0,76123000.0,89907000.0,57104000.0,32803000.0,2197000.0,366000.0,35366000.0,3832000.0,31534000.0,31358000.0,,,,,32803000.0,133227000.0,31534000.0,31651697.0,74000.0,2197000.0,35440000.0,76123000.0,12827000.0,31534000.0,-132000.0,-132000.0,48399000.0,0.0,-14303.0,GOOG,1547,2271000.0,,,,,,,,,,,
ttm,65398000.0,56744000.0,8654000.0,10000.0,8644000.0,-591000.0,182000.0,8235000.0,1347000.0,6833000.0,6833000.0,,,,,8644000.0,56754000.0,6833000.0,6888000.0,591000.0,-591000.0,8826000.0,56744000.0,1290000.0,6888000.0,,,10116000.0,0.0,0.0,LMT,1557,,,,,,,,,,,,
ttm,7022000.0,4396000.0,2626000.0,2218000.0,408000.0,,-156000.0,252000.0,64000.0,178000.0,178000.0,,,,,,6614000.0,192000.0,274806.0,,,408000.0,4084000.0,368000.0,192000.0,-111000.0,-111000.0,887000.0,0.0,-28194.0,XRX,1568,,,4000.0,0.0,,,,,,,,
ttm,4127500.0,1737400.0,2390100.0,1713500.0,676600.0,-141600.0,150200.0,685200.0,159000.0,520100.0,520100.0,,,,,676600.0,3450900.0,520100.0,520100.0,141600.0,-141600.0,826800.0,1729100.0,399300.0,520100.0,,,1226100.0,0.0,0.0,EFX,1597,,,,,,,,,,,,
ttm,17095000.0,23546000.0,-6451000.0,-2201000.0,-4250000.0,-929000.0,-10408000.0,-15587000.0,-3202000.0,-12385000.0,-12385000.0,,,,,-12469000.0,21345000.0,-12385000.0,-3833980.0,929000.0,-929000.0,-14658000.0,23546000.0,2312000.0,-12385000.0,-10756000.0,-10756000.0,-1590000.0,0.0,-2204980.0,DAL,1633,,,,,,,,,1917000.0,,,
ttm,4529000.0,3265100.0,1263900.0,639000.0,624900.0,-58800.0,13400.0,579500.0,117000.0,462500.0,462500.0,,,,,624900.0,3904100.0,462500.0,462500.0,62500.0,-58800.0,642000.0,3265100.0,299300.0,462500.0,,,941300.0,0.0,0.0,BR,1636,3700.0,,,,,,,,,,,
ttm,7783400.0,2202100.0,5581300.0,2763600.0,2817700.0,-767500.0,-140100.0,1910100.0,-31600.0,1922400.0,1922400.0,,,,,2817700.0,4965700.0,1922400.0,1947658.0,808700.0,-767500.0,2718800.0,2240700.0,1781200.0,1922400.0,-34600.0,-34600.0,4573200.0,0.0,-9342.0,AMT,1641,41200.0,4538600.0,,,,,,,,,,
ttm,3650500.0,329700.0,3320800.0,2742300.0,578500.0,-56600.0,-23000.0,498900.0,70200.0,428700.0,428700.0,,,,,578500.0,3072000.0,428700.0,452674.0,56600.0,-56600.0,555500.0,245100.0,123100.0,428700.0,-27900.0,-27900.0,706500.0,0.0,-3926.0,ADSK,1642,,678600.0,,,,,,,,,,
ttm,1130539.0,309608.0,820931.0,441790.0,379141.0,-143849.0,-99893.0,135399.0,,123652.0,123652.0,,,,,,751398.0,132069.0,235319.0,145056.0,-143849.0,280455.0,352845.0,323147.0,132069.0,-141439.0,-141439.0,788278.0,0.0,-38189.0,REG,1651,1207.0,,,,,,,,,,,
ttm,9671000.0,7356000.0,2315000.0,508000.0,1807000.0,-48000.0,-772000.0,987000.0,231000.0,753000.0,753000.0,,,,,,7864000.0,756000.0,1305780.0,117000.0,-48000.0,1104000.0,5668000.0,1711000.0,756000.0,-714000.0,-714000.0,3529000.0,0.0,-164220.0,PXD,1670,73000.0,2815000.0,,,,,,,,,,
ttm,10168000.0,8067000.0,2101000.0,871000.0,1230000.0,-43000.0,78000.0,1265000.0,468000.0,746000.0,746000.0,,,,,1303000.0,8938000.0,746000.0,700010.0,55000.0,-43000.0,1320000.0,8067000.0,439000.0,746000.0,73000.0,73000.0,1686000.0,0.0,27010.0,BWA,1690,12000.0,,,,,,,,,,,
ttm,3266800.0,2215500.0,1051300.0,847300.0,204000.0,-102000.0,-199900.0,-97900.0,48500.0,-147400.0,-147400.0,,,,,1400.0,3062800.0,-147400.0,1958.0,102000.0,-102000.0,4100.0,2215500.0,231800.0,-147400.0,-204600.0,-204600.0,440500.0,0.0,-55242.0,IR,1703,,235900.0,,,,,,,,,,
ttm,23868000.0,12299000.0,11569000.0,6042000.0,5527000.0,-2162000.0,-2526000.0,839000.0,-236000.0,1270000.0,1270000.0,,,,,4553000.0,18341000.0,1377000.0,2081020.0,2162000.0,-2162000.0,3001000.0,12299000.0,4705000.0,1370000.0,-974000.0,-974000.0,8680000.0,0.0,-262980.0,DUK,1716,,,,,,,,,,,,
ttm,104254000.0,32983000.0,71271000.0,52449000.0,18822000.0,-4657000.0,-455000.0,13710000.0,3246000.0,10316000.0,10316000.0,,,,,18822000.0,85432000.0,10316000.0,10019100.0,4657000.0,-4657000.0,18367000.0,32983000.0,13025000.0,10316000.0,389000.0,389000.0,31003000.0,0.0,92100.0,CMCSA,1743,,,,,,,,,,,,
ttm,7924000.0,,,,,,,2472000.0,475000.0,1997000.0,1997000.0,,,,,,5452000.0,1997000.0,1997000.0,53000.0,,2525000.0,,72000.0,1997000.0,,,,0.0,0.0,CINF,1761,,,,,,,,,,,,
ttm,3148000.0,2223000.0,925000.0,250000.0,675000.0,-186000.0,-5903000.0,-5414000.0,-1026000.0,-4265000.0,-4265000.0,,,,,-5114000.0,2473000.0,-4265000.0,506362.0,,-186000.0,-4277000.0,2223000.0,1437000.0,-4265000.0,-5887000.0,-5887000.0,3047000.0,0.0,-1115638.0,FANG,1764,,-2840000.0,,,,,,,,,,
ttm,56639000.0,46202000.0,10437000.0,6710000.0,3727000.0,-239000.0,-257000.0,3231000.0,387000.0,2844000.0,2844000.0,,,,,3462000.0,52912000.0,2844000.0,3299840.0,239000.0,-239000.0,3470000.0,45526000.0,789000.0,2844000.0,-518000.0,-518000.0,4777000.0,0.0,-62160.0,HPQ,1784,,,,,,,,,,,,
ttm,14198000.0,11655000.0,2543000.0,579000.0,1964000.0,-598000.0,431000.0,1797000.0,944000.0,596000.0,596000.0,,,,,2437000.0,12234000.0,599000.0,327440.0,598000.0,-598000.0,2395000.0,11655000.0,1528000.0,599000.0,372000.0,372000.0,3551000.0,0.0,100440.0,FCX,1790,,,12000.0,,,,,,,,,
ttm,16618000.0,12691000.0,3927000.0,3346000.0,581000.0,-357000.0,-36000.0,188000.0,222000.0,-34000.0,-34000.0,,,,,534000.0,16037000.0,-34000.0,310.0,375000.0,-357000.0,563000.0,12691000.0,1534000.0,-34000.0,-47000.0,-47000.0,2144000.0,0.0,-12690.0,WDC,1795,18000.0,,,,,,,,,,,
ttm,1495748.0,474973.0,1020775.0,590885.0,429890.0,-168901.0,339874.0,600863.0,1531.0,568870.0,568870.0,,,,,491441.0,1065858.0,568870.0,530301.0,209900.0,-168901.0,810763.0,474973.0,525497.0,568870.0,38668.0,38668.0,1297592.0,0.0,98.5261,ESS,1815,40999.0,,,,,,,,,,,
ttm,1992600.0,,,,,,,701600.0,129000.0,558500.0,558500.0,,,,,,,572600.0,510666.0,,,,,40800.0,572600.0,75900.0,75900.0,,0.0,13966.0,PBCT,1867,,,,,-155800.0,1211100.0,1420000.0,,36400.0,,75900.0,
ttm,4358400.0,1497200.0,2861200.0,1811400.0,1049800.0,157200.0,,1207000.0,140200.0,1060600.0,1060600.0,,,,,1049800.0,3308600.0,1060600.0,1060600.0,,157200.0,1049800.0,1497200.0,276200.0,1060600.0,,,1326000.0,0.0,0.0,ISRG,1870,157200.0,,,,,,,,,,,
ttm,14176935.0,10094559.0,4082376.0,1610030.0,2472346.0,6299.0,-366610.0,2112035.0,585850.0,1419445.0,1419445.0,,,,,2115928.0,11704589.0,1419445.0,1686326.0,26411.0,6299.0,2138446.0,10094559.0,691582.0,1419445.0,-369327.0,-369327.0,3199355.0,0.0,-102446.0,DISH,1909,32710.0,2830028.0,,,,,,,,,,
ttm,172929000.0,150164000.0,22765000.0,16961000.0,5804000.0,-94000.0,19000.0,5729000.0,1345000.0,4324000.0,4324000.0,,,,,5804000.0,167125000.0,4324000.0,4309461.0,161000.0,-94000.0,5890000.0,150164000.0,1680000.0,4324000.0,19000.0,19000.0,7551000.0,0.0,4461.0,COST,1962,67000.0,,,,,,,,,,,
ttm,51533000.0,32243000.0,19290000.0,12028000.0,7262000.0,-1584000.0,-248000.0,5430000.0,1043000.0,3754000.0,3754000.0,,,,,,44271000.0,3754000.0,3997992.0,1584000.0,-1584000.0,7014000.0,32243000.0,2721000.0,3754000.0,-302000.0,-302000.0,10037000.0,0.0,-58008.0,HCA,2015,,,,,,,,,,,,
ttm,67654000.0,30255000.0,37399000.0,27602000.0,9797000.0,-1033000.0,-8000.0,8756000.0,1859000.0,6850000.0,6850000.0,,,,,9797000.0,57857000.0,6850000.0,6850000.0,1233000.0,-1033000.0,9989000.0,30255000.0,2498000.0,6850000.0,,,12487000.0,0.0,0.0,PEP,2027,,,,0.0,,,,,,,,
ttm,5084239.0,2998373.0,2085866.0,1498303.0,587563.0,-131802.0,-14390.0,441371.0,73999.0,363228.0,363228.0,,,,,566484.0,4496676.0,363228.0,380773.0,131802.0,-131802.0,573173.0,2865620.0,325360.0,363228.0,-21079.0,-21079.0,919612.0,0.0,-3534.0,IFF,2036,,,,,,,,,,,,
ttm,19759000.0,13697000.0,6696000.0,3881000.0,2815000.0,-849000.0,-1780000.0,186000.0,693000.0,-985000.0,-985000.0,,,,,,17578000.0,-667000.0,919690.0,1066000.0,-849000.0,1252000.0,13697000.0,5981000.0,-652000.0,-2153000.0,-2153000.0,8351000.0,0.0,-581310.0,OXY,2062,217000.0,-5315000.0,,,,,,,,,,
ttm,13978500.0,9025700.0,4952800.0,2004700.0,2948100.0,-207400.0,-521600.0,2219100.0,662100.0,1556100.0,1556100.0,,,,,2445400.0,11030400.0,1556100.0,1901585.0,207400.0,-207400.0,2426500.0,8676400.0,624700.0,1556100.0,-492400.0,-492400.0,3543600.0,0.0,-146915.0,LH,2070,,,,,,,,,,,,
ttm,33267000.0,23738000.0,9529000.0,6042000.0,3487000.0,-1636000.0,771000.0,2622000.0,289000.0,2376000.0,2376000.0,,,,,3516000.0,29780000.0,2376000.0,2350196.0,1636000.0,-1636000.0,4258000.0,22259000.0,5806000.0,2376000.0,29000.0,29000.0,10035000.0,0.0,3196.0,EXC,2078,,10064000.0,-6000.0,,,,,,,,,
ttm,6073047.0,2317589.0,2961024.0,1575750.0,1385274.0,-136072.0,-23972.0,1249143.0,112469.0,1137653.0,1137653.0,,,,,,3893339.0,1137653.0,1137653.0,152526.0,-136072.0,1401669.0,2317589.0,388453.0,1367523.0,,,1790122.0,0.0,0.0,KLAC,2081,,,,,,,,,,,,
ttm,16216000.0,,,,,,,5621000.0,1148000.0,4290000.0,4290000.0,,,,,,,4475000.0,4475000.0,,,,,1367000.0,4475000.0,-38000.0,-38000.0,,0.0,0.0,BK,2095,,,,,-137000.0,10539000.0,3024000.0,2725000.0,,,,81000.0
ttm,20011349.0,18066739.0,1944610.0,623150.0,1321460.0,-145522.0,-379936.0,796002.0,251587.0,427528.0,427529.0,,,,,,18689889.0,430450.0,681021.0,166348.0,-145522.0,962350.0,18066739.0,780606.0,430450.0,-366366.0,-366366.0,2109322.0,0.0,-115795.0,NUE,2121,20826.0,,,1.0,,,,,,,,
ttm,3936623.0,2805721.0,1130902.0,659931.0,470971.0,-12353.0,-6944.0,451674.0,85231.0,366738.0,366738.0,,,,,464027.0,3465652.0,366738.0,372372.0,12353.0,-12353.0,464027.0,2805721.0,29398.0,366738.0,-6944.0,-6944.0,500369.0,0.0,-1310.0,POOL,2126,,,295.0,,,,,,,,,
ttm,1265052.0,180177.0,1084875.0,260674.0,824201.0,-82329.0,8372.0,750244.0,-64644.0,814888.0,814888.0,,,,,824201.0,440851.0,814888.0,810215.0,87063.0,-82329.0,837307.0,180177.0,46352.0,814888.0,6402.0,6402.0,877257.0,0.0,1729.0,VRSN,2128,7815.0,,,,,,,,,,,
ttm,122485000.0,108813000.0,13672000.0,7038000.0,6634000.0,-857000.0,2318000.0,8095000.0,1774000.0,6247000.0,6247000.0,,,,,6634000.0,115851000.0,6427000.0,6220035.0,1098000.0,-857000.0,9193000.0,108813000.0,12815000.0,6427000.0,265000.0,265000.0,21743000.0,0.0,58035.0,GM,2140,241000.0,,,,,,,,,,,
ttm,19811000.0,14917000.0,4894000.0,3047000.0,1847000.0,-22000.0,513000.0,2338000.0,527000.0,1789000.0,1789000.0,,,,,2269000.0,17964000.0,1789000.0,1758000.0,100000.0,-22000.0,2438000.0,14266000.0,673000.0,1789000.0,40000.0,40000.0,3071000.0,0.0,9000.0,CMI,2206,95000.0,,,,,,,,,,,
ttm,8231169.0,,,,,,,1098987.0,89526.0,998182.0,998182.0,,,,,,7132182.0,1009461.0,1009461.0,31693.0,,1130680.0,,,1009461.0,,,,0.0,0.0,RE,2231,,,,,,,,,,,,
ttm,2992700.0,1812000.0,1180700.0,715600.0,465100.0,-11000.0,18000.0,472100.0,102100.0,370000.0,370000.0,,,,,,2527600.0,370000.0,370000.0,11000.0,-11000.0,483100.0,1812000.0,78300.0,370000.0,0.0,0.0,561400.0,0.0,0.0,AOS,2265,,,,,,,,,,,,
ttm,3239000.0,1036000.0,2203000.0,1623000.0,580000.0,-8000.0,284000.0,856000.0,200000.0,656000.0,656000.0,,,,,580000.0,2659000.0,656000.0,656000.0,49000.0,-8000.0,905000.0,1036000.0,187000.0,656000.0,,,1092000.0,0.0,0.0,ILMN,2273,41000.0,,,,,,,,,,,
ttm,10094700.0,7984800.0,3069600.0,1622500.0,1447100.0,-487100.0,9900.0,969900.0,201300.0,840100.0,840100.0,,,,,,9607300.0,840100.0,840100.0,490200.0,-487100.0,1460100.0,7984800.0,388900.0,840100.0,,,1849000.0,0.0,0.0,CAG,2276,3100.0,,73200.0,,,,,,,,,
ttm,9042144.0,5648828.0,3393316.0,1209078.0,2184238.0,-729876.0,896890.0,2351252.0,541166.0,1964426.0,1964318.0,,,,,3414786.0,6857906.0,1924056.0,1039214.0,729876.0,-729876.0,3081128.0,5648828.0,1270943.0,1924056.0,1149385.0,1149385.0,3202686.0,0.0,264543.0,MGM,2290,,,,-108.0,,,,,,,,
ttm,2899629.0,813540.0,2086089.0,1323714.0,762375.0,-98373.0,15854.0,679856.0,147423.0,532016.0,532016.0,,,,,762375.0,2137254.0,532433.0,532433.0,102533.0,-98373.0,782389.0,813540.0,400453.0,532433.0,,,1182842.0,0.0,0.0,ATO,2299,,,,,,,,,,,,
ttm,5073084.0,3344237.0,1728847.0,610280.0,1177380.0,-88481.0,-19151.0,1069748.0,208451.0,861297.0,861297.0,,,,,1177380.0,3981177.0,861297.0,861297.0,88481.0,-88481.0,1158229.0,3370897.0,234042.0,861297.0,,,1392271.0,0.0,0.0,AME,2302,,,,,,,,,,,,
ttm,3295400.0,1750200.0,1545200.0,1112200.0,433000.0,-121000.0,-49900.0,262100.0,-231300.0,496800.0,496800.0,,,,,385700.0,2862400.0,496800.0,531329.0,126300.0,-121000.0,388400.0,1396500.0,395100.0,496800.0,-47300.0,-47300.0,830800.0,0.0,-12771.0,HOLX,2317,5300.0,,,,,,,,,,,
ttm,16652000.0,10671000.0,5981000.0,3652000.0,2329000.0,95000.0,-328000.0,2096000.0,704000.0,1392000.0,1392000.0,,,,,2114000.0,14323000.0,1392000.0,1611784.0,24000.0,95000.0,2120000.0,10664000.0,559000.0,1392000.0,-331000.0,-331000.0,3010000.0,0.0,-111216.0,CTSH,2349,119000.0,,0.0,,,,,,,,,
ttm,17997000.0,7290000.0,10707000.0,5944000.0,4763000.0,-1912000.0,-438000.0,2413000.0,44000.0,2919000.0,2919000.0,,,,,5116000.0,13234000.0,2919000.0,2271862.0,1950000.0,-1912000.0,4363000.0,7027000.0,4315000.0,2919000.0,659000.0,659000.0,8019000.0,0.0,11862.0,NEE,2359,38000.0,,,,,,,,,,,
ttm,16207106.0,15037716.0,1169390.0,496122.0,673268.0,-44937.0,,628331.0,121910.0,506421.0,506421.0,,,,,673268.0,15533838.0,506421.0,506421.0,44937.0,-44937.0,673268.0,15037716.0,101727.0,506421.0,,,774995.0,0.0,0.0,CHRW,2366,,,,,,,,,,,,
ttm,2222499.0,1222509.0,999990.0,196804.0,803186.0,-18323.0,1163.0,786026.0,98156.0,687870.0,687870.0,,,,,803186.0,1419313.0,687870.0,687870.0,19930.0,-18323.0,805956.0,1222509.0,98381.0,687870.0,,,904337.0,0.0,0.0,CPRT,2391,1607.0,,,,,,,,,,,
ttm,6172400.0,3975700.0,2196700.0,1111600.0,1085100.0,-45500.0,70000.0,1109600.0,275800.0,768000.0,768000.0,,,,,1085100.0,5087300.0,793700.0,662949.0,57000.0,-45500.0,1166600.0,3901400.0,181700.0,793700.0,174000.0,174000.0,1174300.0,0.0,43249.0,BEN,2409,11500.0,,,,,,,,169100.0,,,
ttm,5527100.0,1984100.0,3543000.0,2111900.0,1431100.0,-218900.0,-2900.0,1209300.0,259600.0,949700.0,949700.0,,,,,1431100.0,4096000.0,949700.0,949700.0,218900.0,-218900.0,1428200.0,1984100.0,520800.0,949700.0,0.0,0.0,1949000.0,0.0,0.0,ROP,2437,,,,,,,,,,,,
ttm,156452000.0,149486000.0,6966000.0,5079000.0,1887000.0,-200000.0,-630000.0,1057000.0,-328000.0,1382000.0,1382000.0,,,,,669000.0,154565000.0,1382000.0,2280630.0,200000.0,-200000.0,1257000.0,149126000.0,853000.0,1382000.0,-1231000.0,-1231000.0,3341000.0,0.0,-332370.0,CAH,2448,,,,,,,,,,,,
ttm,42830000.0,37709000.0,5121000.0,2060000.0,3061000.0,-466000.0,134000.0,2729000.0,616000.0,2102000.0,2102000.0,,,,,3061000.0,39769000.0,2102000.0,2102000.0,475000.0,-466000.0,3204000.0,37709000.0,1202000.0,2102000.0,,,4406000.0,0.0,0.0,TSN,2473,9000.0,,,,,,,,,,,
ttm,3911196.0,2404679.0,1506517.0,820968.0,685549.0,-162714.0,,522835.0,54109.0,468726.0,468726.0,,,,,685549.0,3225647.0,468726.0,468726.0,165948.0,-162714.0,688783.0,2404679.0,63064.0,468726.0,,,751847.0,0.0,0.0,DPZ,2496,3234.0,751847.0,,,,,,,,,,
ttm,43243000.0,33147000.0,10096000.0,8036000.0,2437000.0,-70000.0,-79000.0,2301000.0,467000.0,1531000.0,1531000.0,,,,,2325000.0,41183000.0,1531000.0,1786293.0,70000.0,-70000.0,2068000.0,33147000.0,833000.0,1531000.0,8000.0,8000.0,2887000.0,0.0,1870.0,BBY,2507,,2895000.0,,,,,,,,,,
ttm,37925000.0,31600000.0,6325000.0,2192000.0,4133000.0,-477000.0,82000.0,3738000.0,571000.0,3167000.0,3167000.0,,,,,4133000.0,33792000.0,3167000.0,3167000.0,489000.0,-477000.0,4227000.0,31600000.0,878000.0,3167000.0,,,5105000.0,0.0,0.0,GD,2538,12000.0,,,,,,,,,,,
ttm,11736000.0,7583000.0,4153000.0,3045000.0,1108000.0,-414000.0,-763000.0,-69000.0,139000.0,-208000.0,-208000.0,,,,,388000.0,10628000.0,-208000.0,-208000.0,414000.0,-414000.0,345000.0,7583000.0,538000.0,-208000.0,,,883000.0,0.0,0.0,LB,2566,,883000.0,,,,,,,,,,
ttm,7248000.0,5768000.0,1480000.0,763000.0,717000.0,-415000.0,-99000.0,203000.0,151000.0,51000.0,51000.0,,,,,633000.0,6531000.0,51000.0,114510.0,415000.0,-415000.0,618000.0,5738000.0,385000.0,51000.0,-87000.0,-87000.0,1090000.0,0.0,-23490.0,HLT,2632,,,,,,,,,,,,
ttm,84628000.0,69344000.0,15284000.0,7470000.0,7814000.0,-701000.0,-5139000.0,1974000.0,547000.0,1427000.0,1427000.0,,,,,7814000.0,76814000.0,1427000.0,1400253.0,701000.0,-701000.0,2675000.0,69344000.0,2698000.0,1427000.0,37000.0,37000.0,5336000.0,0.0,10253.0,UPS,2653,,,,,,,,,1539000.0,,,
ttm,194545740.0,189132840.0,5412900.0,3202432.0,2210468.0,-140490.0,-7065515.0,-4995537.0,-1788118.0,-3221511.0,-3221511.0,,,,,-4851563.0,192335272.0,-3221511.0,1326952.0,151498.0,-140490.0,-4844039.0,189115989.0,402951.0,-3221511.0,-7084206.0,-7084206.0,2643118.0,0.0,-2535743.0,ABC,2669,11008.0,,,,,,,,,,,
